roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-8704,Female,Group C,Bachelor's degree,Standard,Complete,83,56,92,69,300,B
std-8705,Female,Group C,High school,Free/reduced,Complete,70,42,76,60,248,C
std-8706,Female,Group C,High school,Standard,Not complete,71,68,72,72,283,B
std-8707,Female,Group E,Some college,Standard,Not complete,78,49,79,100,306,B
std-8708,Female,Group E,Master's degree,Free/reduced,Not complete,79,51,61,34,225,C
std-8709,Female,Group B,Some college,Standard,Complete,66,60,60,55,241,C
std-8710,Female,Group B,Associate's degree,Free/reduced,Not complete,70,70,91,80,311,B
std-8711,Female,Group D,High school,Standard,Not complete,74,64,93,65,296,B
std-8712,Female,Group D,High school,Standard,Complete,62,44,58,81,245,C
std-8713,Female,Group A,High school,Standard,Not complete,83,58,61,83,285,B
std-8714,Female,Group C,Master's degree,Standard,Complete,53,81,86,100,320,A
std-8715,Female,Group B,High school,Standard,Not complete,77,89,96,88,350,A
std-8716,Female,Group D,Some college,Standard,Not complete,62,86,79,61,288,B
std-8717,Female,Group A,Associate's degree,Free/reduced,Complete,47,92,41,68,248,C
std-8718,Female,Group E,Associate's degree,Standard,Not complete,71,100,43,63,277,B
std-8719,Female,Group E,High school,Standard,Not complete,74,31,90,69,264,B
std-8720,Female,Group E,Some college,Standard,Not complete,66,67,81,80,294,B
std-8721,Female,Group D,Master's degree,Free/reduced,Not complete,40,78,80,53,251,B
std-8722,Female,Group B,High school,Standard,Complete,85,69,71,90,315,B
std-8723,Female,Group E,High school,Free/reduced,Complete,52,69,53,74,248,C
std-8724,Female,Group C,High school,Standard,Complete,40,81,62,92,275,B
std-8725,Female,Group D,High school,Standard,Not complete,73,79,77,57,286,B
std-8726,Female,Group D,Master's degree,Standard,Complete,88,80,86,78,332,A
std-8727,Female,Group A,High school,Free/reduced,Complete,31,71,97,78,277,B
std-8728,Female,Group E,High school,Free/reduced,Not complete,51,54,77,75,257,B
std-8729,Female,Group A,Some college,Standard,Complete,58,56,78,59,251,B
std-8730,Female,Group B,High school,Standard,Complete,98,31,76,95,300,B
std-8731,Female,Group E,Some college,Free/reduced,Not complete,71,67,89,76,303,B
std-8732,Female,Group E,High school,Free/reduced,Not complete,96,72,70,36,274,B
std-8733,Female,Group B,Some college,Standard,Not complete,39,84,67,81,271,B
std-8734,Female,Group C,Bachelor's degree,Standard,Not complete,85,71,78,78,312,B
std-8735,Female,Group B,Associate's degree,Free/reduced,Not complete,69,65,85,78,297,B
std-8736,Female,Group A,Associate's degree,Standard,Not complete,67,100,86,97,350,A
std-8737,Female,Group D,Associate's degree,Standard,Not complete,63,57,86,80,286,B
std-8738,Female,Group C,High school,Standard,Complete,85,70,67,41,263,B
std-8739,Female,Group E,Associate's degree,Free/reduced,Complete,47,100,65,62,274,B
std-8740,Female,Group A,Associate's degree,Free/reduced,Complete,58,82,89,64,293,B
std-8741,Female,Group B,High school,Standard,Not complete,62,46,80,63,251,B
std-8742,Female,Group B,High school,Free/reduced,Complete,86,63,83,94,326,A
std-8743,Female,Group A,Some college,Standard,Not complete,35,51,91,97,274,B
std-8744,Female,Group B,Bachelor's degree,Free/reduced,Complete,65,52,78,34,229,C
std-8745,Female,Group E,High school,Standard,Complete,79,39,100,78,296,B
std-8746,Female,Group C,Bachelor's degree,Standard,Complete,53,100,75,73,301,B
std-8747,Female,Group C,High school,Standard,Not complete,91,71,91,97,350,A
std-8748,Female,Group C,Associate's degree,Free/reduced,Not complete,96,91,61,38,286,B
std-8749,Female,Group E,Bachelor's degree,Standard,Complete,46,67,65,95,273,B
std-8750,Female,Group B,High school,Standard,Not complete,55,68,95,78,296,B
std-8751,Female,Group C,High school,Standard,Not complete,61,60,66,89,276,B
std-8752,Female,Group D,Some college,Standard,Not complete,77,85,84,43,289,B
std-8753,Female,Group A,High school,Standard,Not complete,100,46,69,93,308,B
std-8754,Female,Group C,Associate's degree,Standard,Complete,32,63,67,94,256,B
std-8755,Female,Group D,High school,Standard,Complete,74,54,36,51,215,C
std-8756,Female,Group B,Associate's degree,Standard,Not complete,86,91,55,64,296,B
std-8757,Female,Group D,High school,Free/reduced,Not complete,73,100,96,75,344,A
std-8758,Female,Group C,High school,Standard,Not complete,49,89,79,86,303,B
std-8759,Female,Group E,High school,Standard,Not complete,46,78,80,80,284,B
std-8760,Female,Group C,High school,Standard,Complete,60,89,82,68,299,B
std-8761,Female,Group D,High school,Free/reduced,Not complete,58,82,97,61,298,B
std-8762,Female,Group D,Some college,Free/reduced,Complete,76,75,47,88,286,B
std-8763,Female,Group D,High school,Standard,Not complete,84,100,80,41,305,B
std-8764,Female,Group D,High school,Standard,Not complete,60,52,73,68,253,B
std-8765,Female,Group C,Some college,Standard,Complete,64,36,94,100,294,B
std-8766,Female,Group C,High school,Standard,Not complete,72,85,74,68,299,B
std-8767,Female,Group B,Associate's degree,Standard,Complete,57,61,80,54,252,B
std-8768,Female,Group E,Bachelor's degree,Free/reduced,Not complete,33,100,53,62,248,C
std-8769,Female,Group B,High school,Standard,Complete,68,52,70,80,270,B
std-8770,Female,Group A,High school,Standard,Complete,48,100,86,84,318,B
std-8771,Female,Group C,High school,Standard,Not complete,55,86,83,90,314,B
std-8772,Female,Group D,High school,Free/reduced,Complete,74,89,97,69,329,A
std-8773,Female,Group A,Associate's degree,Standard,Complete,78,44,63,82,267,B
std-8774,Female,Group E,Bachelor's degree,Free/reduced,Not complete,67,84,71,46,268,B
std-8775,Female,Group A,Some college,Standard,Complete,35,45,83,52,215,C
std-8776,Female,Group C,Associate's degree,Free/reduced,Not complete,53,92,86,45,276,B
std-8777,Female,Group B,High school,Standard,Complete,91,84,81,46,302,B
std-8778,Female,Group C,Some college,Standard,Not complete,70,32,76,75,253,B
std-8779,Female,Group C,High school,Standard,Not complete,87,96,100,100,383,A
std-8780,Female,Group C,Associate's degree,Free/reduced,Complete,52,59,43,97,251,B
std-8781,Female,Group A,High school,Free/reduced,Complete,94,56,100,83,333,A
std-8782,Female,Group B,Bachelor's degree,Standard,Complete,45,79,79,53,256,B
std-8783,Female,Group D,High school,Free/reduced,Not complete,33,50,88,42,213,C
std-8784,Female,Group D,Master's degree,Standard,Not complete,30,53,89,80,252,B
std-8785,Female,Group D,Some college,Standard,Complete,88,45,82,93,308,B
std-8786,Female,Group B,High school,Standard,Complete,33,56,43,37,169,D
std-8787,Female,Group C,Bachelor's degree,Standard,Not complete,72,42,98,51,263,B
std-8788,Female,Group A,High school,Standard,Not complete,98,66,62,56,282,B
std-8789,Female,Group D,Some college,Standard,Not complete,43,28,81,45,197,D
std-8790,Female,Group D,Bachelor's degree,Standard,Complete,65,81,88,90,324,A
std-8791,Female,Group B,High school,Standard,Not complete,70,46,99,65,280,B
std-8792,Female,Group A,High school,Free/reduced,Not complete,85,97,89,66,337,A
std-8793,Female,Group B,High school,Standard,Not complete,98,90,78,56,322,A
std-8794,Female,Group A,Some college,Free/reduced,Complete,68,60,79,54,261,B
std-8795,Female,Group E,Bachelor's degree,Standard,Complete,62,57,95,37,251,B
std-8796,Female,Group E,Bachelor's degree,Standard,Complete,28,70,55,34,187,D
std-8797,Female,Group A,High school,Standard,Not complete,61,82,69,88,300,B
std-8798,Female,Group C,Some college,Standard,Complete,58,63,53,80,254,B
std-8799,Female,Group A,Some college,Free/reduced,Not complete,83,49,56,77,265,B
std-8800,Female,Group A,Some college,Free/reduced,Not complete,81,70,88,70,309,B
std-8801,Female,Group D,Some college,Free/reduced,Not complete,57,99,85,68,309,B
std-8802,Female,Group C,Some college,Standard,Complete,76,39,76,63,254,B
std-8803,Female,Group C,Associate's degree,Standard,Not complete,43,36,68,71,218,C
std-8804,Female,Group E,Associate's degree,Standard,Not complete,81,69,42,59,251,B
std-8805,Female,Group D,High school,Free/reduced,Complete,85,84,94,65,328,A
std-8806,Female,Group A,Associate's degree,Standard,Not complete,49,66,53,54,222,C
std-8807,Female,Group C,High school,Standard,Complete,60,44,79,43,226,C
std-8808,Female,Group C,High school,Standard,Not complete,75,83,60,88,306,B
std-8809,Female,Group D,High school,Standard,Complete,50,82,100,80,312,B
std-8810,Female,Group E,High school,Standard,Complete,55,82,78,44,259,B
std-8811,Female,Group E,Associate's degree,Standard,Complete,75,80,44,62,261,B
std-8812,Female,Group B,Bachelor's degree,Free/reduced,Not complete,60,69,83,75,287,B
std-8813,Female,Group A,High school,Standard,Complete,81,72,40,32,225,C
std-8814,Female,Group C,Bachelor's degree,Standard,Not complete,59,80,65,97,301,B
std-8815,Female,Group C,Some college,Standard,Not complete,95,62,81,45,283,B
std-8816,Female,Group A,Bachelor's degree,Standard,Complete,27,57,79,61,224,C
std-8817,Female,Group D,High school,Standard,Complete,80,70,76,53,279,B
std-8818,Female,Group C,High school,Free/reduced,Complete,84,50,85,64,283,B
std-8819,Female,Group C,Bachelor's degree,Standard,Not complete,74,66,50,73,263,B
std-8820,Female,Group E,High school,Standard,Complete,83,77,59,61,280,B
std-8821,Female,Group C,Bachelor's degree,Standard,Not complete,27,91,100,85,303,B
std-8822,Female,Group D,Some college,Standard,Complete,71,99,100,69,339,A
std-8823,Female,Group C,Associate's degree,Standard,Not complete,50,70,90,90,300,B
std-8824,Female,Group A,High school,Free/reduced,Complete,41,88,99,46,274,B
std-8825,Female,Group C,Some college,Standard,Not complete,31,86,61,61,239,C
std-8826,Female,Group D,High school,Standard,Not complete,80,74,99,86,339,A
std-8827,Female,Group A,Some college,Standard,Complete,61,84,79,74,298,B
std-8828,Female,Group C,Some college,Free/reduced,Not complete,73,69,81,66,289,B
std-8829,Female,Group D,High school,Free/reduced,Not complete,60,58,70,35,223,C
std-8830,Female,Group B,High school,Standard,Complete,69,76,81,51,277,B
std-8831,Female,Group A,Associate's degree,Standard,Complete,69,96,85,74,324,A
std-8832,Female,Group D,High school,Free/reduced,Complete,58,88,77,83,306,B
std-8833,Female,Group C,Some college,Free/reduced,Complete,39,72,87,92,290,B
std-8834,Female,Group E,Bachelor's degree,Free/reduced,Not complete,75,71,50,97,293,B
std-8835,Female,Group C,High school,Standard,Complete,34,65,66,97,262,B
std-8836,Female,Group D,Some college,Standard,Not complete,73,79,56,44,252,B
std-8837,Female,Group D,High school,Standard,Complete,64,50,73,100,287,B
std-8838,Female,Group A,Bachelor's degree,Free/reduced,Complete,60,57,95,58,270,B
std-8839,Female,Group B,High school,Standard,Not complete,68,38,65,85,256,B
std-8840,Female,Group D,High school,Free/reduced,Not complete,59,100,84,49,292,B
std-8841,Female,Group D,High school,Free/reduced,Complete,46,67,53,49,215,C
std-8842,Female,Group D,High school,Standard,Not complete,82,92,84,74,332,A
std-8843,Female,Group C,High school,Free/reduced,Not complete,78,100,95,41,314,B
std-8844,Female,Group B,High school,Free/reduced,Not complete,56,59,64,46,225,C
std-8845,Female,Group B,Bachelor's degree,Free/reduced,Not complete,49,91,67,70,277,B
std-8846,Female,Group B,Associate's degree,Standard,Not complete,74,70,96,76,316,B
std-8847,Female,Group C,Associate's degree,Standard,Complete,68,40,93,88,289,B
std-8848,Female,Group A,Bachelor's degree,Standard,Not complete,65,94,93,82,334,A
std-8849,Female,Group B,Master's degree,Free/reduced,Not complete,65,77,100,64,306,B
std-8850,Female,Group C,Master's degree,Standard,Not complete,95,84,45,76,300,B
std-8851,Female,Group D,Some college,Free/reduced,Not complete,27,62,60,56,205,C
std-8852,Female,Group C,High school,Standard,Complete,44,76,65,28,213,C
std-8853,Female,Group C,Master's degree,Free/reduced,Complete,44,77,100,85,306,B
std-8854,Female,Group B,High school,Free/reduced,Complete,27,60,100,91,278,B
std-8855,Female,Group A,Some college,Standard,Not complete,69,45,83,86,283,B
std-8856,Female,Group A,Associate's degree,Standard,Not complete,81,85,62,74,302,B
std-8857,Female,Group C,Some college,Standard,Complete,37,46,73,71,227,C
std-8858,Female,Group C,Associate's degree,Standard,Complete,55,63,32,81,231,C
std-8859,Female,Group D,Associate's degree,Free/reduced,Not complete,75,82,31,87,275,B
std-8860,Female,Group B,Some college,Standard,Not complete,35,58,94,80,267,B
std-8861,Female,Group B,Some college,Standard,Complete,87,81,63,62,293,B
std-8862,Female,Group C,Associate's degree,Standard,Complete,50,55,89,43,237,C
std-8863,Female,Group D,Master's degree,Free/reduced,Not complete,29,92,100,78,299,B
std-8864,Female,Group B,High school,Free/reduced,Complete,84,70,100,84,338,A
std-8865,Female,Group D,Associate's degree,Free/reduced,Not complete,34,58,52,45,189,D
std-8866,Female,Group C,High school,Standard,Not complete,91,60,99,91,341,A
std-8867,Female,Group B,Master's degree,Standard,Complete,85,85,97,63,330,A
std-8868,Female,Group E,Bachelor's degree,Standard,Not complete,89,100,86,93,368,A
std-8869,Female,Group C,Some college,Free/reduced,Not complete,57,62,70,100,289,B
std-8870,Female,Group B,Some college,Standard,Complete,59,92,90,57,298,B
std-8871,Female,Group D,Master's degree,Standard,Complete,70,72,38,65,245,C
std-8872,Female,Group E,High school,Standard,Not complete,63,53,52,86,254,B
std-8873,Female,Group D,Some college,Standard,Complete,55,65,83,30,233,C
std-8874,Female,Group B,Associate's degree,Standard,Complete,62,59,100,97,318,B
std-8875,Female,Group D,Bachelor's degree,Standard,Not complete,62,96,74,58,290,B
std-8876,Female,Group C,Some college,Standard,Not complete,73,91,84,62,310,B
std-8877,Female,Group B,High school,Standard,Not complete,68,79,87,62,296,B
std-8878,Female,Group B,Associate's degree,Free/reduced,Complete,57,80,70,50,257,B
std-8879,Female,Group E,Some college,Free/reduced,Not complete,79,47,61,41,228,C
std-8880,Female,Group D,Associate's degree,Free/reduced,Complete,71,82,100,67,320,A
std-8881,Female,Group A,Bachelor's degree,Free/reduced,Not complete,56,63,58,88,265,B
std-8882,Female,Group D,High school,Free/reduced,Complete,62,73,92,37,264,B
std-8883,Female,Group B,High school,Standard,Complete,45,55,59,69,228,C
std-8884,Female,Group D,Associate's degree,Standard,Not complete,59,60,95,87,301,B
std-8885,Female,Group A,High school,Free/reduced,Complete,68,54,88,89,299,B
std-8886,Female,Group C,High school,Standard,Not complete,72,84,70,71,297,B
std-8887,Female,Group C,Associate's degree,Standard,Complete,36,36,79,36,187,D
std-8888,Female,Group B,High school,Standard,Complete,80,54,53,42,229,C
std-8889,Female,Group B,Bachelor's degree,Standard,Complete,30,55,83,60,228,C
std-8890,Female,Group C,Associate's degree,Free/reduced,Not complete,50,100,58,71,279,B
std-8891,Female,Group B,High school,Standard,Not complete,79,84,62,37,262,B
std-8892,Female,Group C,High school,Standard,Complete,84,53,59,57,253,B
std-8893,Female,Group B,Bachelor's degree,Standard,Complete,69,82,59,84,294,B
std-8894,Female,Group C,Master's degree,Standard,Complete,59,75,93,78,305,B
std-8895,Female,Group C,High school,Standard,Complete,28,34,70,78,210,C
std-8896,Female,Group A,High school,Standard,Complete,74,87,71,74,306,B
std-8897,Female,Group D,Some college,Free/reduced,Not complete,71,65,95,65,296,B
std-8898,Female,Group E,High school,Standard,Not complete,74,39,78,78,269,B
std-8899,Female,Group C,High school,Standard,Not complete,85,81,95,87,348,A
std-8900,Female,Group C,High school,Standard,Not complete,76,32,92,94,294,B
std-8901,Female,Group B,Bachelor's degree,Standard,Complete,55,78,100,67,300,B
std-8902,Female,Group E,Some college,Standard,Not complete,44,77,100,76,297,B
std-8903,Female,Group C,Some college,Standard,Complete,27,68,100,72,267,B
std-8904,Female,Group C,High school,Free/reduced,Not complete,90,85,50,57,282,B
std-8905,Female,Group D,Bachelor's degree,Free/reduced,Complete,97,97,73,60,327,A
std-8906,Female,Group D,Bachelor's degree,Free/reduced,Complete,40,100,57,87,284,B
std-8907,Female,Group D,Bachelor's degree,Free/reduced,Complete,60,61,94,68,283,B
std-8908,Female,Group E,Some college,Standard,Not complete,62,57,67,85,271,B
std-8909,Female,Group D,High school,Standard,Not complete,51,43,83,50,227,C
std-8910,Female,Group E,Associate's degree,Standard,Complete,70,90,67,66,293,B
